mmsi,lon,lat,speed,traj_label,time2
209783000.0,121.56868333333334,21.014651666666666,9.2,123,2019-12-12 05:26
209783000.0,121.57459333333334,21.02481833333333,9.1,123,2019-12-12 05:30
209783000.0,121.58785333333331,21.048255,9.0,123,2019-12-12 05:41
209783000.0,121.60859666666668,21.082135,9.2,123,2019-12-12 05:56
209783000.0,121.65220333333332,21.14657833333333,9.3,123,2019-12-12 06:26
209783000.0,121.67398833333333,21.180823333333333,9.7,123,2019-12-12 06:41
209783000.0,121.71221833333334,21.24402333333333,10.0,123,2019-12-12 07:07
209783000.0,121.74313666666669,21.28840333333333,10.0,123,2019-12-12 07:26
209783000.0,121.75591333333334,21.308281666666662,10.3,123,2019-12-12 07:33
209783000.0,121.77518666666668,21.34051333333333,10.1,123,2019-12-12 07:47
209783000.0,121.80846499999998,21.39369333333333,10.3,123,2019-12-12 08:09
209783000.0,121.83625833333332,21.447005,10.2,123,2019-12-12 08:30
209783000.0,121.852615,21.51359,10.9,123,2019-12-12 08:54
209783000.0,121.875155,21.620855,10.9,123,2019-12-12 09:30
209783000.0,121.88151,21.65202333333333,11.0,123,2019-12-12 09:40
209783000.0,121.888865,21.68111,10.4,123,2019-12-12 09:50
209783000.0,121.89622166666666,21.70986666666667,10.1,123,2019-12-12 10:00
209783000.0,121.90222166666666,21.73735,10.0,123,2019-12-12 10:10
209783000.0,121.90747166666668,21.76207,10.0,123,2019-12-12 10:20
209783000.0,121.91463833333331,21.79399166666667,10.1,123,2019-12-12 10:30
209783000.0,121.9192,21.82016166666667,10.1,123,2019-12-12 10:41
209783000.0,121.92536333333334,21.84980833333333,9.8,123,2019-12-12 10:51
209783000.0,121.93132666666666,21.87683,10.0,123,2019-12-12 11:01
209783000.0,121.95438166666666,21.97417,10.1,123,2019-12-12 11:36
209783000.0,121.95829166666668,21.992045,9.9,123,2019-12-12 11:43
209783000.0,121.96476,22.02041166666667,10.1,123,2019-12-12 11:53
209783000.0,121.982245,22.10099,10.0,123,2019-12-12 12:22
209783000.0,121.99325166666668,22.15765833333333,10.1,123,2019-12-12 12:43
209783000.0,122.001,22.19920333333333,10.0,123,2019-12-12 12:58
209783000.0,122.02116,22.29049,10.4,123,2019-12-12 13:31
209783000.0,122.03162166666668,22.33297333333333,10.3,123,2019-12-12 13:46
209783000.0,122.040435,22.36757833333333,10.0,123,2019-12-12 13:58
209783000.0,122.050755,22.40687166666667,10.4,123,2019-12-12 14:13
209783000.0,122.05843833333331,22.44155333333333,10.3,123,2019-12-12 14:25
209783000.0,122.06187833333334,22.45993666666667,10.2,123,2019-12-12 14:31
209783000.0,122.06867833333334,22.49512666666667,10.3,123,2019-12-12 14:44
209783000.0,122.07634,22.53317166666667,10.4,123,2019-12-12 14:57
209783000.0,122.079075,22.54729333333333,10.7,123,2019-12-12 15:02
209783000.0,122.09554166666666,22.62531,10.6,123,2019-12-12 15:29
209783000.0,122.09717333333332,22.63408833333333,10.6,123,2019-12-12 15:32
209783000.0,122.10460666666668,22.669145,10.5,123,2019-12-12 15:44
209783000.0,122.11186833333332,22.699325,10.7,123,2019-12-12 15:55
209783000.0,122.11715,22.721405,10.6,123,2019-12-12 16:02
209783000.0,122.12719833333334,22.76408833333333,10.6,123,2019-12-12 16:17
209783000.0,122.13236166666668,22.78851333333333,10.8,123,2019-12-12 16:26
209783000.0,122.13479666666667,22.80087666666667,10.8,123,2019-12-12 16:30
209783000.0,122.14346333333332,22.84035166666667,10.8,123,2019-12-12 16:43
209783000.0,122.15527,22.890245,11.0,123,2019-12-12 17:00
209783000.0,122.1643,22.92869833333333,11.2,123,2019-12-12 17:12
209783000.0,122.17678833333332,22.982885,11.3,123,2019-12-12 17:30
209783000.0,122.18661666666668,23.02947,11.3,123,2019-12-12 17:45
209783000.0,122.196795,23.07674333333333,11.3,123,2019-12-12 18:00
209783000.0,122.2082,23.13202666666667,11.2,123,2019-12-12 18:18
209783000.0,122.21625333333331,23.17090666666667,11.3,123,2019-12-12 18:30
209783000.0,122.225945,23.21763333333333,11.4,123,2019-12-12 18:45
209783000.0,122.23698833333331,23.264695,11.4,123,2019-12-12 19:01
209783000.0,122.24966666666668,23.319465,11.4,123,2019-12-12 19:18
